,original,gemini_translation
105,"Player: They are none of your business.
Sith Academy Guard: So long as the Sith do not object to them, neither will I. They will be your responsibility, of course.
Jolee: Aren't we always?","Jugador: No son asunto tuyo.
Guardia de la Academia Sith: Mientras los Sith no se opongan a ellos, yo tampoco lo haré. Serán tu responsabilidad, por supuesto.
Jolee: ¿Acaso no lo somos siempre?
"
106,"Disabled Sentry: This is an old, broken down bartender droid. It has been deactivated in preparation for disposal.
Player: Reactivate the droid. (1 repair part)
Disabled Sentry: [Failure] You don't have any repair parts. You leave the droid alone for now.","Sentry Inutilizado: Este es un viejo droide camarero averiado. Ha sido desactivado para su eliminación.
Jugador: Reactivar el droide. (1 pieza de reparación)
Sentry Inutilizado: [Fallo] No tienes piezas de reparación. Dejas al droide en paz por ahora.
"
107,"Player: He's probably already dead, Mission.
Mission: You heard the Czerka rep: the sandpeople sometimes take prisoners. Say what you want about Griff, but he's a survivor. I know he's still alive.
Mission: I can't make you go after my brother, but you're the only one who can save him. Just think about it, that's all I ask. In the end I know you'll do the right thing.","Jugador: Probablemente ya esté muerto, Mission.
Mission: Escuchaste al representante de Czerka: a veces los moradores de las arenas toman prisioneros. Di lo que quieras de Griff, pero es un superviviente. Sé que aún está vivo.
Mission: No puedo obligarte a ir tras mi hermano, pero tú eres el único que puede salvarlo. Solo piénsalo, es todo lo que te pido. Al final, sé que harás lo correcto.
"
108,"Yuka Laka: Well, normally I'd give a discount because I hear you are a swoop racer like my brother, but times are hard right now.
Yuka Laka: It's a very solid machine, in good shape. I can't let it go for less than 5000 credits.
Player: 5000 is steep, but I'll pay it.","Yuka Laka: Bueno, normalmente te daría un descuento porque he oído que eres corredor de swoop como mi hermano, pero los tiempos son difíciles ahora mismo.
Yuka Laka: Es una máquina muy sólida, en buena forma. No puedo dejarla ir por menos de 5000 créditos.
Jugador: 5000 es mucho, pero lo pagaré.
"
109,"Player: [Force Persuade] I don't need to pay the fee.
Sslamoth: [Success] Perhaps you don't need to pay the fee for this race. Yes, I think that is an acception we can make this one time.
Sslamoth: I'll warn you, though, I will not be able to offer this option again. My accounts are very closely monitored. Now, let's look at who you will be timed against.","Jugador: [Persuasión por la Fuerza] No necesito pagar la cuota.

Sslamoth: [Éxito] Quizás no necesites pagar la cuota para esta carrera. Sí, creo que es una excepción que podemos hacer esta vez.

Sslamoth: Pero te advierto, no podré ofrecer esta opción de nuevo. Mis cuentas son vigiladas muy de cerca. Ahora, veamos contra quién competirás.
"
110,"Player: Quitter! Stand up for yourself!
Queedle: That won't work now, I think. You and all the other racers have outclassed me in every round. I just don't have the resources to compete.
Queedle: Maybe if I had been able to get my swoop upgraded... I don't know. It's too late now. It was fun while it lasted, but it's over. Goodbye.","Jugador: ¡Cobarde! ¡Defiéndete!
Queedle: No creo que eso funcione ahora. Tú y todos los demás corredores me han superado en cada ronda. Simplemente no tengo los recursos para competir.
Queedle: Tal vez si hubiera podido mejorar mi deslizador... no lo sé. Ya es demasiado tarde. Fue divertido mientras duró, pero se acabó. Adiós.
"
111,"Eli Gand: Of course. I am here to serve.
Player: Let me see what you carry.
Eli Gand: Yes, maybe I have something of interest. I know your tastes are fine. I recognize you as race champion of Manaan.","Eli Gand: Por supuesto. Estoy aquí para servir.
Jugador: Déjame ver qué llevas.
Eli Gand: Sí, quizás tenga algo de interés. Sé que tus gustos son refinados. Te reconozco como campeón de carreras de Manaan.
"
112,"Player: I stop the attack. I will appear to be a hero.
Computer: But if nothing happens, your people will have no need of heroes. No, they don't see a threat. You have coddled them.
Computer: Your empire will be brought down by introspection. You have failed to match the pattern in memory.","Jugador: Detendré el ataque. Pareceré un héroe.
Computadora: Pero si nada ocurre, tu gente no tendrá necesidad de héroes. No, no ven una amenaza. Los has consentido demasiado.
Computadora: Tu imperio caerá por la introspección. Has fallado en igualar el patrón en la memoria.
"
113,"Player: I don't have time for this! Gadon said you'd help me get inside the Vulkar base.
Mission: Listen, my friend Zaalbar is in serious trouble, so you can forget about me helping with anything else until I get him back!
Player: Fine - tell me what happened and I'll see if I can help you.","Jugador: ¡No tengo tiempo para esto! Gadon dijo que me ayudarías a entrar en la base Vulkar.
Mission: Escucha, mi amigo Zaalbar está en serios problemas, ¡así que olvídate de que te ayude con otra cosa hasta que lo recupere!
Jugador: Bien, dime qué pasó y veré si puedo ayudarte.
"
114,"Player: What did they do to you?
Elder Warrior: They... they were trying to find out how to breach our defenses and gain entry to our camp... My comrades, they... they wouldn't tell them.
Elder Warrior: I'm sure that, had you not come, I would have ended up as they did.","Jugador: ¿Qué te han hecho?
Guerrero Anciano: Ellos... ellos intentaban averiguar cómo romper nuestras defensas y entrar en nuestro campamento... Mis camaradas, ellos... no se lo dijeron.
Guerrero Anciano: Estoy seguro de que, si no hubieras venido, habría terminado como ellos.
"
115,"Player: What do you know about the Hrakert Facility?
Republic Technician: I actually don't know much about it at all. It's some sort of facility the Republic built here wasn't it?
Republic Technician: I'm not really cleared for that sort of information...","Jugador: ¿Qué sabes sobre la Instalación Hrakert?
Técnico de la República: En realidad, no sé mucho al respecto. Es algún tipo de instalación que la República construyó aquí, ¿no es así?
Técnico de la República: Realmente no tengo autorización para ese tipo de información...
"
116,"Cand: Enough of this talk, Jagi! Let us do what we came here to do.
Player: Let's do it, Canderous.
Envirosuit dude3: And you shall all die!","Cand: ¡Basta de charla, Jagi! Hagamos lo que vinimos a hacer.
Jugador: Hagámoslo, Canderous.
Tipo del traje ambiental 3: ¡Y todos morirán!
"
117,"Player: Sounds like Malak and the Sith have the right idea.
Conversation owner: How can you say that? The Sith are butchers! Soldiers, civilians - I mean, they don't care who they kill! Even...even children!
Conversation owner: Right now the Republic is the only thing keeping Malak's brutal fist from crushing the entire galaxy... and it won't be long until even the Republic falls to the Sith fleet.","Jugador: Suena como si Malak y los Sith tuvieran la idea correcta.
Interlocutor: ¿Cómo puedes decir eso? ¡Los Sith son carniceros! Soldados, civiles... ¡No les importa a quién matan! Incluso... ¡Incluso niños!
Interlocutor: Ahora mismo la República es lo único que impide que el brutal puño de Malak aplaste toda la galaxia... y no pasará mucho tiempo hasta que incluso la República caiga ante la flota Sith.
"
118,"Player: Could I get some information about the planet? I thought this was Kashyyyk.
Janos Wertka: That is what the dominant indigenous species calls this world, but maintaining this outpost grants Czerka Corporation naming rights in the trade guides.
Janos Wertka: But, I'm sorry, I really must insist that docking fees be paid before I impart any further services. I must follow proper procedure.","Jugador: ¿Podría obtener información sobre el planeta? Pensaba que esto era Kashyyyk.
Janos Wertka: Ese es el nombre que la especie indígena dominante le da a este mundo, pero mantener este puesto de avanzada le otorga a la Corporación Czerka los derechos de denominación en las guías comerciales.
Janos Wertka: Pero, lo siento, debo insistir en que se paguen las tarifas de atraque antes de que imparta cualquier otro servicio. Debo seguir el procedimiento adecuado.
"
119,"Loremaster Gjarshi: The One's troops captured a few of their scouts, but we could learn nothing intelligible from them. Attacks against their compound were fruitless and reaped terrible casualties.
Loremaster Gjarshi: We came here with near a thousand warriors... and you can see now what we are reduced to...
Loremaster Gjarshi: This is why the One thinks we need your help once again. You were able to enter the Elders' compound once before... perhaps you can again.","Erudito Gjarshi: Las tropas del Uno capturaron a algunos de sus exploradores, pero no pudimos obtener nada inteligible de ellos. Los ataques contra su recinto fueron infructuosos y cosecharon terribles bajas.
Erudito Gjarshi: Llegamos aquí con casi mil guerreros... y ahora puedes ver a lo que nos hemos reducido...
Erudito Gjarshi: Es por esto que el Uno piensa que necesitamos tu ayuda una vez más. Tú fuiste capaz de entrar al recinto de los Ancianos una vez antes... quizás puedas hacerlo de nuevo.
"
120,"Conversation owner: Greetings, master. Please select the destination you wish to travel to. My database contains coordinates for the following locations on Taris:
Player: Upper Taris Northeast
Conversation owner: I will take you there right away.","Dueño de la conversación: Saludos, maestro. Por favor, seleccione el destino al que desea viajar. Mi base de datos contiene coordenadas para las siguientes ubicaciones en Taris:
Jugador: Taris Superior, Noreste.
Dueño de la conversación: Le llevaré allí de inmediato.
"
121,"Player: I can't afford that much.
Jergan: Well, I would like to help you but I can't arrange the meeting for free. And I'm afraid your feminine charms would have little effect on the Rodian bodyguards backstage.
Jergan: If you manage to come up with the credits just come back and see me. I'll be more than happy to arrange for you to meet the band. Until then, please enjoy the music.","Jugador: No puedo pagar tanto.
Jergan: Bueno, me gustaría ayudarte, pero no puedo organizar la reunión gratis. Y me temo que tus encantos femeninos tendrían poco efecto en los guardias Rodianos tras el escenario.
Jergan: Si logras conseguir los créditos, vuelve a verme. Estaré más que feliz de organizar tu encuentro con la banda. Hasta entonces, por favor, disfruta de la música.
"
122,"Conversation owner: Hitting the buttons over and over again will not speed up your attacks and will not help you in combat! Combat uses a real-time, turn based system.
Conversation owner: Each character can only perform one action in each 3 second round. When a new round begins the character will perform the last command you selected.
Player: RESUME COMBAT","Dueño de la conversación: ¡Aporrear los botones una y otra vez no acelerará tus ataques ni te ayudará en combate! El combate utiliza un sistema por turnos en tiempo real.
Dueño de la conversación: Cada personaje solo puede realizar una acción en cada ronda de 3 segundos. Cuando comience una nueva ronda, el personaje realizará la última orden que seleccionaste.
Jugador: REANUDAR COMBATE
"
123,"Player: Heard any rumors from off-planet?
Kudos: Nothing since that unfortunate business on Taris. The Republic is reeling from that, as are we all. It is troubling.
Kudos: But you can't let that call a stop to your day. We've survived worse, and will again. It's just the way things are.","Jugador: ¿Has oído algún rumor de fuera del planeta?
Kudos: Nada desde ese desafortunado incidente en Taris. La República se tambalea por eso, como todos nosotros. Es preocupante.
Kudos: Pero no puedes dejar que eso detenga tu día. Hemos sobrevivido a cosas peores, y lo haremos de nuevo. Así son las cosas.
"
124,"Mechanic: What are you doing back here? You need to speak to the race announcer and get out on the track. The longer you wait the worse your nerves are going to get.
Player: Nerves? I'm not scared!
Mechanic: Good to hear. Go talk to the race announcer and he'll get you out on the track.","Mecánico: ¿Qué haces aquí de nuevo? Necesitas hablar con el locutor de carreras y salir a la pista. Cuanto más esperes, peor se pondrán tus nervios.

Jugador: ¿Nervios? ¡No tengo miedo!

Mecánico: Me alegra oír eso. Ve a hablar con el locutor de carreras y él te pondrá en la pista.
"
125,"Mechanic: I really thought that last race was going to be the one, but looks like you'll have to go out again. But you better get the job done soon... that accelerator isn't doing too well.
Mechanic: It's still running with full power, but it's running way too hot for my liking. I've tried to rig up a cooling system to hold it together for another run or two. Beyond that though...
Mechanic: I'm not trying to put any extra pressure on you, but my gang's got a lot riding on this race. So bear down, focus and go get that time we need!","Mecánico: De verdad pensé que la última carrera iba a ser la definitiva, pero parece que tendrás que salir de nuevo. Pero más te vale terminar el trabajo pronto... ese acelerador no está nada bien.
Mecánico: Todavía está funcionando a máxima potencia, pero se está calentando demasiado para mi gusto. He intentado improvisar un sistema de refrigeración para que aguante otra carrera o dos. Más allá de eso...
Mecánico: No quiero meterte más presión, pero mi banda tiene mucho en juego en esta carrera. ¡Así que concéntrate, enfócate y consigue ese tiempo que necesitamos!
"
126,"Vandar Tokare: Rahasia Sandral and Shen Matale have come here seeking shelter against their families. The Council has decided to give it to them.
Vandar Tokare: Their love for each other was being denied by overly possessive parents and we learned that it was only by your intervention that they managed to escape here.
Vandar Tokare: While it is regrettable that the fences between the families were not repaired, it is good that these two young lovers can live their lives free of oppression.","Vandar Tokare: Rahasia Sandral y Shen Matale han venido aquí buscando refugio contra sus familias. El Consejo ha decidido concedérselo.
Vandar Tokare: Sus padres, excesivamente posesivos, les negaban su amor, y hemos sabido que fue solo gracias a tu intervención que lograron escapar hasta aquí.
Vandar Tokare: Si bien es lamentable que las diferencias entre las familias no se hayan solucionado, es bueno que estos dos jóvenes amantes puedan vivir sus vidas libres de opresión.
"
127,"Player: You used me, Bastila! You're no better than the Sith!
Bastila: How can you say that? Malak nearly killed you, but the Jedi Council gave you another chance to live! They gave you a chance to redeem yourself by defeating the Sith!
Conversation owner: A rash and futile hope. The dark side is too strong, my power is too great! Even my old master is no longer a match for me!","Jugador: ¡Me utilizaste, Bastila! ¡No eres mejor que los Sith!
Bastila: ¿Cómo puedes decir eso? ¡Malak casi te mata, pero el Consejo Jedi te dio otra oportunidad para vivir! ¡Te dieron la oportunidad de redimirte derrotando a los Sith!
Dueño de la conversación: Una esperanza imprudente e inútil. ¡El lado oscuro es demasiado fuerte, mi poder es demasiado grande! ¡Incluso mi antiguo maestro ya no es rival para mí!
"
128,"Player: The other hunters say you shouldn't be trusted.
Gurke: What they say about us? Huh? Liars, every one of them.
Narkal: Yeah, they is just jealous of us and stuff. It's not our fault some of them die out in the dunes.","Jugador: Los otros cazadores dicen que no se puede confiar en vosotros.
Gurke: ¿Qué dicen de nosotros? ¿Eh? Mentiroso, cada uno de ellos.
Narkal: Sí, solo están celosos de nosotros y esas cosas. No es nuestra culpa que algunos de ellos mueran en las dunas.
"
129,"Player: Do you know anything about the young Selkath who have gone missing?
Mandalorian Mercenary: Not really. I have no interest in the Selkath other than the fact that they are charging me an exorbitant amount to stay on this world.
Mandalorian Mercenary: The Iridorian over there, however... He, I believe, may know more. He has been seen with several of them before.","Jugador: ¿Sabes algo sobre los jóvenes Selkath que han desaparecido?
Mercenario Mandaloriano: No realmente. No tengo ningún interés en los Selkath, aparte del hecho de que me están cobrando una cantidad exorbitante por permanecer en este mundo.
Mercenario Mandaloriano: Sin embargo, el iridoriano de allí... Creo que él podría saber más. Se le ha visto con varios de ellos antes.
"
130,"Komad Fortuna: [Failure] Perhaps you are unfamiliar with how things work around here. The guards are always quick to act.
Player: Pay me or end up dead. It's that simple.
Komad Fortuna: No, things are never quite so black and white. I am protected here, as are you. Nothing will come of this.","Komad Fortuna: [Fracaso] Quizás no estés familiarizado con cómo funcionan las cosas por aquí. Los guardias siempre son rápidos para actuar.
Jugador: Págame o acabarás muerto. Así de simple.
Komad Fortuna: No, las cosas nunca son tan blanco y negro. Estoy protegido aquí, al igual que tú. Nada saldrá de esto.
"
131,"Bastila: We got what we came for. There is no need to indulge your appetite for violence.
Player: I'll do what I want. Don't interfere.
Hudrow081: You core-slime! I didn't survive through all that torture just to let you kill me!","Bastila: Tenemos lo que vinimos a buscar. No hay necesidad de dar rienda suelta a tu apetito por la violencia.
Jugador: Haré lo que me plazca. No te entrometas.
Hudrow081: ¡Escoria del núcleo! ¡No sobreviví a toda esa tortura solo para que me mates!
"
132,"Player: 2500 credits then. I'll pay it.
Yuka Laka: Of course you will. It's practically robbery, since you threatened me to get the deal. I'll let this pass just so you leave.
Yuka Laka: I'll deactivate the restraining bolt on the droid when you tell it he's sold. After that, get out. Even if it lied about speaking a Sand People dialect, I'm still getting a horrible deal.","Jugador: 2500 créditos entonces. Los pagaré.
Yuka Laka: Por supuesto que sí. Es prácticamente un robo, ya que me amenazaste para cerrar el trato. Lo dejaré pasar solo para que te marches.
Yuka Laka: Desactivaré el perno de restricción del droide cuando le digas que ha sido vendido. Después de eso, lárgate. Incluso si mintió sobre hablar un dialecto de los moradores de las arenas, sigo consiguiendo un trato horrible.
"
133,"Sith Thug: [Failure] I hate whining! Let's shut them up!
Sith Thug Leader: I'm all for that! Come on!
Cand: Bring it on!","Matón Sith: [Fracaso] ¡Odio los lamentos! ¡Callémoslos de una vez!
Líder Matón Sith: ¡Me apunto! ¡Vamos!
Candus: ¡Adelante, entonces!
"
134,"Yuthura Ban: You are too powerful. You would never be my second for long... if the academy even truly interested you.
Player: No, it never interested me. You were a fool... now you must die.
Yuthura Ban: I... I see. Then let us end this here.","Yuthura Ban: Eres demasiado poderoso. Nunca serías mi segunda al mando por mucho tiempo... si es que la academia te interesó de verdad.

Jugador: No, nunca me interesó. Fuiste una tonta... ahora debes morir.

Yuthura Ban: Ya... ya veo. Entonces, terminemos con esto aquí mismo.
"
135,"Carth: Anyway... that's the story. For what it's worth.
Player: Thank you for telling me.
Carth: I've... never talked about it before. To anyone. I suppose it's time I finally did.","Carth: En fin... esa es la historia. Por si te sirve de algo.
Jugador: Gracias por contármelo.
Carth: Nunca... nunca había hablado de esto antes. Con nadie. Supongo que ya era hora de que lo hiciera.
"
136,"Decomissioned Droid: The droid is now active. It will attack any enemies that come in range.
Player: Program droid to ram storage room doors. (<CUSTOM45> repair part(s))
Decomissioned Droid: [Success] The droid moves off to carry out your instructions.","Droide Desmantelado: El droide ahora está activo. Atacará a cualquier enemigo que entre en su rango.
Jugador: Programar droide para embestir las puertas del almacén. (<CUSTOM45> pieza(s) de reparación)
Droide Desmantelado: [Éxito] El droide se marcha para cumplir tus instrucciones.
"
137,"Player: What exactly is it about me that frustrates you?
Carth: Oh no, I'm not falling for that one. I wasn't born yesterday, you know.
Player: Really? It's hard to tell.","Jugador: ¿Qué es exactamente de mí lo que te frustra?
Carth: Oh, no, no voy a caer en esa. No nací ayer, ¿sabes?
Jugador: ¿De verdad? Cuesta notarlo.
"
138,"Player: We have other priorities, Carth.
Carth: You think I don't know that? I just... if there's a chance we can try to find him... I don't want to wait to track him down, if possible.
Carth: All this time I've thought he was... he must be a man by now...","Jugador: Tenemos otras prioridades, Carth.
Carth: ¿Crees que no lo sé? Yo solo... si hay una oportunidad de que podamos encontrarlo... no quiero esperar para rastrearlo, si es posible.
Carth: Todo este tiempo he pensado que era... ya debe ser un hombre...
"
139,"Player: [Persuade] I just want a quick look around. Will 20 credits calm you down?
Vulkar Lab Guard: [Persuade] You give money? That sound good to me!
VulkLabTec02: If you take that money I'll tell Brejik you let a Bek spy bribe you!","Jugador: [Persuasión] Solo quiero echar un vistazo rápido. ¿Te calmarán 20 créditos?
Guardia del Laboratorio Vulkar: [Persuasión] ¿Das dinero? ¡Eso me suena bien!
VulkLabTec02: ¡Si aceptas ese dinero, le diré a Brejik que dejaste que un espía Bek te sobornara!
"
140,"Player: Chuundar has given me permission to be here.
Commander Dern: He's got no authority with me. I'm with Czerka Corporation. He's just some pet we keep so the locals stay in line.
Commander Dern: As long as you don't get in my way, you can wander where you want. I've got a job to do.","Jugador: Chuundar me ha dado permiso para estar aquí.
Comandante Dern: Él no tiene ninguna autoridad sobre mí. Yo trabajo para la Corporación Czerka. Él es solo una mascota que mantenemos para que los locales se mantengan en línea.
Comandante Dern: Mientras no te interpongas en mi camino, puedes vagar por donde quieras. Tengo un trabajo que hacer.
"
141,"Player: I can't pay that amount either.
Motta the Hutt: If you don't have the confidence to win back the money you give me, why should I care if you race or not!
Motta the Hutt: Bah! Pay it or leave, that's the deal.","Jugador: No puedo pagar esa cantidad tampoco.
Motta el Hutt: ¡Si no tienes la confianza para recuperar el dinero que me das, por qué debería importarme si corres o no!
Motta el Hutt: ¡Bah! Págala o lárgate, ese es el trato.
"
142,"Player: [Force Persuade] Give me the deck.
Suvam Tan: [Success] Damn, I don't really need the money anyway. Here, take it.
Suvam Tan: Now I'll show you how to play.","Jugador: [Persuasión por la Fuerza] Dame la baraja.
Suvam Tan: [Éxito] ¡Maldita sea! De todos modos, no necesito el dinero. Aquí, tómala.
Suvam Tan: Ahora te mostraré cómo jugar.
"
143,"Player: It recorded a very suspicious incident.
Matton Dasol: I really want to see this thing. This sounds very odd.
Eli Gand: You get excited over hearsay. There is no droid, no proof of anything. Get back to work.","Jugador: Registró un incidente muy sospechoso.
Matton Dasol: Realmente quiero ver esto. Suena muy raro.
Eli Gand: Te emocionas por rumores. No hay droide, ni pruebas de nada. Vuelve al trabajo.
"
144,"Helena: You're back, I see. And Bastila isn't even with you.
Helena: I suppose she's too busy to even help her own mother, correct? Nothing more than I would expect from her after all this time.
Helena: Go on, leave me be. I will find the holocron myself, if I have to.","Helena: Veo que has vuelto. Y Bastila ni siquiera está contigo.
Helena: Supongo que está demasiado ocupada para ayudar a su propia madre, ¿correcto? No esperaba menos de ella después de todo este tiempo.
Helena: Anda, déjame en paz. Encontraré el holocrón yo misma, si es necesario.
"
145,"Player: That's okay - I never felt anything for you anyway.
Conversation owner: Oh, I thought... No, this is good. I'm glad you told me. This makes everything much easier.
Conversation owner: Don't worry - I can put this behind me. Let's just continue on with what we must do. It is better this way.","Jugador: No importa, de todas formas nunca sentí nada por ti.
Interlocutor: Oh, yo pensé... No, esto es bueno. Me alegro de que me lo hayas dicho. Esto facilita mucho las cosas.
Interlocutor: No te preocupes, puedo superarlo. Sigamos con lo que debemos hacer. Es mejor así.
"
146,"Matton Dasol: Here, take this. Thanks for reminding me about how he misused my trust. I'll make sure it never happens again. With anyone.
Juhani: You have taken a good and honest man and twisted him into a bitter, hateful creature. You must be so proud of yourself.
Bastila: Feeding this man's hatred is an act of malice and petty evil. The Council would not approve of your actions here, and neither do I.","Matton Dasol: Toma, quédatelo. Gracias por recordarme cómo abusó de mi confianza. Me aseguraré de que no vuelva a ocurrir. Con nadie.

Juhani: Has tomado a un hombre bueno y honesto y lo has convertido en una criatura amargada y llena de odio. Debes estar muy orgullosa de ti misma.

Bastila: Alimentar el odio de este hombre es un acto de malicia y mezquindad. El Consejo no aprobaría tus acciones aquí, y yo tampoco.
"
147,"Player: What does racing pay?
Nico Senvi: Motta has some basic incentives for good times, which you probably know, but this is just an amateur track.
Nico Senvi: The pro circuit is where the real credits are, but even that is hurting. I guess a lot of riders were on Taris.","Jugador: ¿Cuánto pagan las carreras?
Nico Senvi: Motta tiene incentivos básicos por buenos tiempos, lo que probablemente ya sepas, pero esta es solo una pista amateur.
Nico Senvi: El circuito profesional es donde están los créditos de verdad, pero incluso eso está mal. Supongo que muchos pilotos estaban en Taris.
"
148,"Jolee: What was that? What's wrong? Did one of the Sith fighters hit us?
Carth: No, it's something else. We've flown into some kind of disruptor field. All my instruments are jammed... we've got massive overloads on all systems!
Carth: I'm picking up a single planet in this system. I'm gonna try and put us down there. Hold on - this might be a rough landing.","Jolee: ¿Qué fue eso? ¿Qué ocurre? ¿Acaso uno de los cazas Sith nos ha alcanzado?
Carth: No, es otra cosa. Hemos volado hacia una especie de campo disruptor. Todos mis instrumentos están bloqueados... ¡tenemos sobrecargas masivas en todos los sistemas!
Carth: Estoy detectando un único planeta en este sistema. Voy a intentar aterrizar allí. Agárrense, este podría ser un aterrizaje forzoso.
"
149,"Hester: The mutants will kill him if you don't open the gate!
OutcastMan045: And if I open the gate they will kill us all!
Hester: No! You can't do this! It isn't fair!","Hester: ¡Los mutantes lo matarán si no abres la puerta!
Marginado045: ¡Y si abro la puerta, nos matarán a todos!
Hester: ¡No! ¡No puedes hacer esto! ¡No es justo!
"
150,"Player: The kolto seems to have been contaminated.
Conversation owner: Contaminated? That's... That's much worse than I would ever have thought possible. It might have been better to lose the entire facility rather than damage the kolto supply.
Conversation owner: This must remain entirely secret. We cannot allow anyone to find out that we damaged the kolto production or we would be banned permanently from the planet.
Conversation owner: We can only hope that the damage that was caused will go away in time.","Jugador: Parece que el kolto ha sido contaminado.
Dueño de la conversación: ¿Contaminado? Eso es... Eso es mucho peor de lo que jamás hubiera creído posible. Hubiera sido mejor perder toda la instalación antes que dañar el suministro de kolto.
Dueño de la conversación: Esto debe permanecer en completo secreto. No podemos permitir que nadie descubra que hemos dañado la producción de kolto o se nos prohibiría permanentemente la entrada al planeta.
Dueño de la conversación: Solo podemos esperar que el daño causado desaparezca con el tiempo.
"
151,"Player: What do you know about the Selkath?
Conversation owner: The Selkath are a species of secrets. They invite both the Sith and the Republic to their world, but welcome neither. They keep their true allegiance close to the vest.
Conversation owner: They hide their true numbers in great cities beneath the ocean that no off-worlder will ever see. They guard the secret of Kolto - where it is made, how it is made.
Conversation owner: The Selkath are a great mystery. To the Sith, to the Republic, to me... their secrets are what makes them strong. I would tell you more if I knew, but I do not.","Jugador: ¿Qué sabes de los selkath?
Interlocutor: Los selkath son una especie de secretos. Invitan tanto a los Sith como a la República a su mundo, pero no dan la bienvenida a ninguno. Mantienen su verdadera lealtad muy en secreto.
Interlocutor: Ocultan su verdadero número en grandes ciudades bajo el océano que ningún forastero verá jamás. Guardan el secreto del kolto: dónde se fabrica, cómo se fabrica.
Interlocutor: Los selkath son un gran misterio. Para los Sith, para la República, para mí... sus secretos son lo que los hace fuertes. Te diría más si lo supiera, pero no lo sé.
"
152,"Mika Dorin: People are saying the Kolto supply on Manaan has been destroyed. Of course when I heard the news I immediately thought of you, <FullName>.
Player: Why did you think of me?
Mika Dorin: Who else could have caused such a catastrophic change? You are a force of destiny, <FullName>. The galaxy is changed forever by even your slightest of actions.
Mika Dorin: But such actions have consequences, including drawing the attention of old enemies. You should probably look at my stock, <FullName>. It might come in useful in the coming battles.","Mika Dorin: Dicen que la reserva de kolto en Manaan ha sido destruida. Por supuesto, cuando escuché la noticia, inmediatamente pensé en ti, <FullName>.

Jugador: ¿Por qué pensaste en mí?

Mika Dorin: ¿Quién más podría haber causado un cambio tan catastrófico? Eres una fuerza del destino, <FullName>. La galaxia cambia para siempre incluso con tus acciones más insignificantes.

Mika Dorin: Pero tales acciones tienen consecuencias, incluyendo llamar la atención de viejos enemigos. Probablemente deberías echar un vistazo a mi mercancía, <FullName>. Podría ser útil en las batallas que se avecinan.
"
153,"Furko Nellis: Would you like to have another round of Pazaak?
Furko Nellis: However, you'll understand if we don't have any wagers. I... respect your ability too much to insult you by betting on you losing.
Player: All right, let's have a game.
Furko Nellis: Very good. Just for the sport of it. That's all I can afford.","Furko Nellis: ¿Te gustaría otra ronda de Pazaak?
Furko Nellis: Sin embargo, entenderás si no apostamos nada. Yo... respeto demasiado tu habilidad como para insultarte apostando a que vas a perder.
Jugador: De acuerdo, juguemos una partida.
Furko Nellis: Muy bien. Solo por el deporte. Es todo lo que puedo permitirme.
"
154,"Player: But... power without consideration of morality is a weakness.
Uthar Wynn: Ha ha ha! You are brave to argue, young one. I have met few students who would speak so openly to me.
Uthar Wynn: Ask yourself first what this 'morality' is? How is it created? Who does it benefit? Where do your notions of 'good' and 'evil' come from?
Uthar Wynn: You may come to the realization that morality is but an obstacle to overcome... or not. The discovery is yours to make, should you be ready.","Jugador: Pero... el poder sin consideración por la moralidad es una debilidad.
Uthar Wynn: ¡Ja, ja, ja! Eres valiente al discutir, joven. He conocido a pocos estudiantes que me hablarían tan abiertamente.
Uthar Wynn: Pregúntate primero qué es esta 'moralidad'. ¿Cómo se crea? ¿A quién beneficia? ¿De dónde vienen tus nociones de 'bien' y 'mal'?
Uthar Wynn: Puede que llegues a la conclusión de que la moralidad no es más que un obstáculo que superar... o no. El descubrimiento es tuyo, si estás preparado.
"
155,"Suvam Tan: Yeah, I have a few things kicking around the place. Stuff the Trandoshans and smugglers have brought for me to look at, and a few things I've been making from parts.
Suvam Tan: They aren't cheap, though. They pay a lot for what I can make, and anything I sell to you I can't exactly sell to them, now can I?
Suvam Tan: But if you're willing to pay, I've got a few of my more advanced things you can look at. I'm always working on more, so you can check back some other time if I don't have what you want right now.
Suvam Tan: Here, have a look.","Suvam Tan: Sí, tengo algunas cosillas por aquí. Cosas que los Trandoshanos y los contrabandistas me han traído para que les eche un vistazo, y algunas cosas que he estado fabricando con piezas.
Suvam Tan: Pero no son baratas, ¿eh? Pagan mucho por lo que puedo hacer, y si te vendo algo a ti, no puedo vendérselo a ellos, ¿o sí?
Suvam Tan: Pero si estás dispuesto a pagar, tengo algunas de mis creaciones más avanzadas que puedes ver. Siempre estoy trabajando en más, así que puedes volver otro día si no tengo lo que quieres ahora mismo.
Suvam Tan: Aquí tienes, echa un vistazo.
"
