,original,gemini_translation
118,"Player: Could I get some information about the planet? I thought this was Kashyyyk.
Janos Wertka: That is what the dominant indigenous species calls this world, but maintaining this outpost grants Czerka Corporation naming rights in the trade guides.
Janos Wertka: But, I'm sorry, I really must insist that docking fees be paid before I impart any further services. I must follow proper procedure.","খেলোয়াড়: আমি কি গ্রহটি সম্পর্কে কিছু তথ্য পেতে পারি? আমি ভেবেছিলাম এটা কাশিয়িক।
জানোস ওয়ার্টকা: এখানকার প্রভাবশালী স্থানীয় প্রজাতি এই বিশ্বকে ঐ নামেই ডাকে, কিন্তু এই ঘাঁটিটি পরিচালনা করার অধিকার থাকার সুবাদে Czerka Corporation বাণিজ্যিক গাইডে এর নামকরণ করার অধিকার রাখে।
জানোস ওয়ার্টকা: কিন্তু, দুঃখিত, আমাকে অবশ্যই বলতে হচ্ছে যে আরও কোনো পরিষেবা দেওয়ার আগে ডকিং ফি পরিশোধ করতে হবে। আমাকে যথাযথ নিয়ম অনুসরণ করতে হবে।
"
119,"Loremaster Gjarshi: The One's troops captured a few of their scouts, but we could learn nothing intelligible from them. Attacks against their compound were fruitless and reaped terrible casualties.
Loremaster Gjarshi: We came here with near a thousand warriors... and you can see now what we are reduced to...
Loremaster Gjarshi: This is why the One thinks we need your help once again. You were able to enter the Elders' compound once before... perhaps you can again.","মহাবিদ্যা বিশারদ জার্শি: ওয়ানের সৈন্যরা তাদের কয়েকজন স্কাউটকে ধরেছিল, কিন্তু আমরা তাদের কাছ থেকে বোধগম্য কিছুই জানতে পারিনি। তাদের ঘাঁটির বিরুদ্ধে আক্রমণ ফলহীন ছিল এবং ভয়ানক হতাহতের ঘটনা ঘটেছে।
মহাবিদ্যা বিশারদ জার্শি: আমরা প্রায় এক হাজার যোদ্ধা নিয়ে এখানে এসেছিলাম... এবং এখন আপনি দেখতে পাচ্ছেন আমরা কিসে পরিণত হয়েছি...
মহাবিদ্যা বিশারদ জার্শি: এই কারণেই ওয়ান মনে করেন আমাদের আবারও আপনার সাহায্যের প্রয়োজন। আপনি এর আগে একবার প্রাচীনদের ঘাঁটিতে প্রবেশ করতে পেরেছিলেন... সম্ভবত আপনি আবার পারবেন।
"
120,"Conversation owner: Greetings, master. Please select the destination you wish to travel to. My database contains coordinates for the following locations on Taris:
Player: Upper Taris Northeast
Conversation owner: I will take you there right away.","কথোপকথন শুরু করা ব্যক্তি: অভিবাদন, মাস্টার। অনুগ্রহ করে আপনি যেখানে ভ্রমণ করতে চান সেই গন্তব্যটি নির্বাচন করুন। আমার ডেটাবেসে টারিসের নিম্নলিখিত স্থানগুলোর স্থানাঙ্ক রয়েছে:
খেলোয়াড়: আপার টারিস উত্তরপূর্ব
কথোপকথন শুরু করা ব্যক্তি: আমি আপনাকে এক্ষুনি সেখানে নিয়ে যাব।
"
121,"Player: I can't afford that much.
Jergan: Well, I would like to help you but I can't arrange the meeting for free. And I'm afraid your feminine charms would have little effect on the Rodian bodyguards backstage.
Jergan: If you manage to come up with the credits just come back and see me. I'll be more than happy to arrange for you to meet the band. Until then, please enjoy the music.","খেলোয়াড়: আমার এত টাকা নেই।
জার্গান: আমি তোমাকে সাহায্য করতে চাই, কিন্তু বিনামূল্যে এই বৈঠকের ব্যবস্থা করতে পারছি না। আর আমার ভয় হয় তোমার নারীত্বের জাদু ব্যাকস্টেজে থাকা রোডিয়ান দেহরক্ষীদের উপর তেমন একটা প্রভাব ফেলবে না।
জার্গান: যদি তুমি কোনোভাবে ক্রেডিট জোগাড় করতে পারো, তাহলে ফিরে এসে আমার সাথে দেখা করো। ব্যান্ডের সাথে তোমার সাক্ষাতের ব্যবস্থা করতে পারলে আমি খুব খুশি হব। ততদিন, গান উপভোগ করো।
"
122,"Conversation owner: Hitting the buttons over and over again will not speed up your attacks and will not help you in combat! Combat uses a real-time, turn based system.
Conversation owner: Each character can only perform one action in each 3 second round. When a new round begins the character will perform the last command you selected.
Player: RESUME COMBAT","কথোপকথনের মালিক: বার বার বোতাম টিপলে তোমার আক্রমণের গতি বাড়বে না এবং এটা তোমাকে যুদ্ধক্ষেত্রেও সাহায্য করবে না! যুদ্ধ একটি রিয়েল-টাইম, টার্ন ভিত্তিক সিস্টেম ব্যবহার করে।
কথোপকথনের মালিক: প্রতিটি চরিত্র প্রতি ৩ সেকেন্ডের রাউন্ডে শুধুমাত্র একটি করে অ্যাকশন করতে পারবে। যখন একটি নতুন রাউন্ড শুরু হবে, তখন চরিত্রটি তোমার নির্বাচিত শেষ কমান্ডটি সম্পাদন করবে।
খেলোয়াড়: যুদ্ধ পুনরায় শুরু করো
"
123,"Player: Heard any rumors from off-planet?
Kudos: Nothing since that unfortunate business on Taris. The Republic is reeling from that, as are we all. It is troubling.
Kudos: But you can't let that call a stop to your day. We've survived worse, and will again. It's just the way things are.","খেলোয়াড়: অন্য গ্রহ থেকে কোনো গুজব শুনেছেন?
কুডোস: টারিসের সেই দুর্ভাগ্যজনক ঘটনার পর থেকে আর কিছু শুনিনি। প্রজাতন্ত্র তাতে টালমাটাল, আমরাও সবাই। এটা উদ্বেগের।
কুডোস: তবে তাতে তোমার দিন থামিয়ে দিলে চলবে না। আমরা এর চেয়েও খারাপ সময় পার করেছি, আবারও করব। এটাই নিয়ম।
"
124,"Mechanic: What are you doing back here? You need to speak to the race announcer and get out on the track. The longer you wait the worse your nerves are going to get.
Player: Nerves? I'm not scared!
Mechanic: Good to hear. Go talk to the race announcer and he'll get you out on the track.","মিস্ত্রী: এখানে আবার কী করছ? তোমার রেস ঘোষকের সাথে কথা বলা উচিত এবং ট্র্যাকে যাওয়া উচিত। যত দেরি করবে, তোমার নার্ভাসনেস ততই বাড়বে।
খেলোয়াড়: নার্ভাস? আমি ভয় পাই না!
মিস্ত্রী: শুনে ভালো লাগলো। যাও রেস ঘোষকের সাথে কথা বলো, সে তোমাকে ট্র্যাকে যাওয়ার ব্যবস্থা করে দেবে।
"
125,"Mechanic: I really thought that last race was going to be the one, but looks like you'll have to go out again. But you better get the job done soon... that accelerator isn't doing too well.
Mechanic: It's still running with full power, but it's running way too hot for my liking. I've tried to rig up a cooling system to hold it together for another run or two. Beyond that though...
Mechanic: I'm not trying to put any extra pressure on you, but my gang's got a lot riding on this race. So bear down, focus and go get that time we need!","কারিগর: আমি সত্যিই ভেবেছিলাম শেষ দৌড়টিই যথেষ্ট ছিল, কিন্তু মনে হচ্ছে তোমাকে আবার যেতে হবে। তবে কাজটা जल्दीই সেরে ফেলো... ঐ এক্সিলারেটরটা ভালো যাচ্ছে না।

কারিগর: এটা এখনও পুরো শক্তিতে চলছে, কিন্তু আমার পছন্দ মতো গরম হচ্ছে। আমি একটা কুলিং সিস্টেম লাগানোর চেষ্টা করেছি যাতে এটা আরও এক-দুবার চলতে পারে। এর পরে কিন্তু...

কারিগর: আমি তোমার উপর কোনো বাড়তি চাপ দিতে চাইছি না, কিন্তু আমার দলের অনেক কিছু এই দৌড়ের উপর নির্ভর করছে। তাই মন लगाओ, ध्यान দাও और আমাদের প্রয়োজনীয় সময়টা বের করে আনো!
"
126,"Vandar Tokare: Rahasia Sandral and Shen Matale have come here seeking shelter against their families. The Council has decided to give it to them.
Vandar Tokare: Their love for each other was being denied by overly possessive parents and we learned that it was only by your intervention that they managed to escape here.
Vandar Tokare: While it is regrettable that the fences between the families were not repaired, it is good that these two young lovers can live their lives free of oppression.","ভান্ডার টোকরে: স্যান্ড্রাল এবং শেন মাতাল তাদের পরিবারের হাত থেকে বাঁচতে এখানে আশ্রয় চেয়ে এসেছে। কাউন্সিল তাদের আশ্রয় দেওয়ার সিদ্ধান্ত নিয়েছে।
ভান্ডার টোকরে: তাদের একে অপরের প্রতি ভালবাসা অতিরিক্ত অধিকারপ্রবণ পিতামাতার দ্বারা অস্বীকার করা হচ্ছিল এবং আমরা জানতে পেরেছি যে শুধুমাত্র আপনার হস্তক্ষেপের মাধ্যমেই তারা এখানে পালাতে সক্ষম হয়েছে।
ভান্ডার টোকরে: যদিও এটা দুঃখজনক যে পরিবারগুলোর মধ্যেকার বিভেদ দূর করা যায়নি, তবে এটা ভালো যে এই দুই তরুণ প্রেমিক-প্রেমিকা নিপীড়ন থেকে মুক্ত হয়ে তাদের জীবন কাটাতে পারবে।
"
127,"Player: You used me, Bastila! You're no better than the Sith!
Bastila: How can you say that? Malak nearly killed you, but the Jedi Council gave you another chance to live! They gave you a chance to redeem yourself by defeating the Sith!
Conversation owner: A rash and futile hope. The dark side is too strong, my power is too great! Even my old master is no longer a match for me!","খেলোয়াড়: তুমি আমাকে ব্যবহার করেছ, বাস্তিলা! তুমি সিথের চেয়ে ভালো নও!
বাস্তিলা: তুমি এটা কিভাবে বলতে পারো? মালাক প্রায় তোমাকে মেরেই ফেলেছিল, কিন্তু জেডি কাউন্সিল তোমাকে বাঁচতে আরেকটা সুযোগ দিয়েছে! তারা তোমাকে সিথকে পরাজিত করে নিজেকে সংশোধন করার সুযোগ দিয়েছে!
কথোপকথনের মালিক: একটি বেপরোয়া এবং নিষ্ফল আশা। অন্ধকার দিকটি খুবই শক্তিশালী, আমার ক্ষমতা অনেক বেশি! এমনকি আমার পুরনো শিক্ষকও আর আমার সাথে পাল্লা দিতে পারবে না!
"
128,"Player: The other hunters say you shouldn't be trusted.
Gurke: What they say about us? Huh? Liars, every one of them.
Narkal: Yeah, they is just jealous of us and stuff. It's not our fault some of them die out in the dunes.","খেলোয়াড়: অন্য শিকারীরা বলে তোমাকে বিশ্বাস করা উচিত না।
গুর্কে: তারা আমাদের সম্পর্কে কী বলে? হ্যাঁ? মিথ্যুক, সবাই।
নারকাল: হ্যাঁ, তারা আমাদের প্রতি ঈর্ষান্বিত। এটা আমাদের দোষ নয় যে তাদের মধ্যে কেউ কেউ বালিয়াড়িতে মারা যায়।
"
129,"Player: Do you know anything about the young Selkath who have gone missing?
Mandalorian Mercenary: Not really. I have no interest in the Selkath other than the fact that they are charging me an exorbitant amount to stay on this world.
Mandalorian Mercenary: The Iridorian over there, however... He, I believe, may know more. He has been seen with several of them before.","খেলোয়াড়: তোমাদের কি কোনো ধারণা আছে, অল্পবয়স্ক সেলকাথ যারা নিখোঁজ হয়েছে তাদের ব্যাপারে?
মান্ডালোরিয়ান ভাড়াটে সৈনিক: তেমন কিছু না। সেলকাথদের প্রতি আমার কোনো আগ্রহ নেই, শুধু এইটুকু ছাড়া যে তারা এই গ্রহে থাকার জন্য আমার কাছ থেকে প্রচুর টাকা নিচ্ছে।
মান্ডালোরিয়ান ভাড়াটে সৈনিক: তবে ঐ যে ইরিডোরিয়ান ওখানে, আমার মনে হয় সে হয়তো বেশি কিছু জানে। তাকে এর আগে কয়েকজনের সাথে দেখা গেছে।
"
130,"Komad Fortuna: [Failure] Perhaps you are unfamiliar with how things work around here. The guards are always quick to act.
Player: Pay me or end up dead. It's that simple.
Komad Fortuna: No, things are never quite so black and white. I am protected here, as are you. Nothing will come of this.","কোমাড ফরচুনা: [ব্যর্থতা] সম্ভবত আপনি এখানকার কাজকর্ম সম্পর্কে অবগত নন। এখানকার প্রহরীরা সবসময় দ্রুত পদক্ষেপ নেয়।
প্লেয়ার: হয় আমাকে অর্থ দিন, না হয় মৃত অবস্থায় পরিনত হন। বিষয়টা এতটুকুই।
কোমাড ফরচুনা: না, পরিস্থিতি কখনোই এতটা সরল নয়। এখানে আমি সুরক্ষিত, আপনিও তাই। এর থেকে কিছুই ঘটবে না।
"
131,"Bastila: We got what we came for. There is no need to indulge your appetite for violence.
Player: I'll do what I want. Don't interfere.
Hudrow081: You core-slime! I didn't survive through all that torture just to let you kill me!","বাস্তিলা: আমরা যা নিতে এসেছিলাম, তা পেয়ে গেছি। তোমার সহিংসতার ক্ষুধাকে প্রশ্রয় দেওয়ার কোনো প্রয়োজন নেই।

প্লেয়ার: আমি যা খুশি তাই করব। হস্তক্ষেপ কোরো না।

হুড্রো০৮১: শুয়োরের বাচ্চা! আমি এত নির্যাতন সহ্য করে বেঁচেছি শুধু তোমাকে আমাকে মারতে দেওয়ার জন্য নয়!
"
132,"Player: 2500 credits then. I'll pay it.
Yuka Laka: Of course you will. It's practically robbery, since you threatened me to get the deal. I'll let this pass just so you leave.
Yuka Laka: I'll deactivate the restraining bolt on the droid when you tell it he's sold. After that, get out. Even if it lied about speaking a Sand People dialect, I'm still getting a horrible deal.","খেলোয়াড়: তাহলে ২৫০০ ক্রেডিট। আমি পরিশোধ করব।
ইউকা লাকা: অবশ্যই করবে। এটা প্রায় ডাকাতির মতো, যেহেতু তুমি চুক্তিটি করার জন্য আমাকে হুমকি দিয়েছিলে। আমি এটা ছেড়ে দিচ্ছি শুধু যাতে তুমি চলে যাও।
ইউকা লাকা: তুমি যখন বলবে যে ডроид বিক্রি হয়ে গেছে, তখন আমি এটির ওপরের নিয়ন্ত্রণকারী বোল্ট নিষ্ক্রিয় করব। এরপর এখান থেকে বিদায় হও। এমনকি যদি এটা স্যান্ড পিপলদের উপভাষা বলার ব্যাপারে মিথ্যাও বলে থাকে, তবুও আমি একটি জঘন্য চুক্তি করছি।
"
133,"Sith Thug: [Failure] I hate whining! Let's shut them up!
Sith Thug Leader: I'm all for that! Come on!
Cand: Bring it on!"," Sith Thug: [বিফলতা] আমি ঘ্যানঘ্যানানি ঘৃণা করি! চল ওদের মুখ বন্ধ করি!
 Sith Thug Leader: আমি তো সেটাই চাই! এসো!
 Cand: লেগে যা!
"
134,"Yuthura Ban: You are too powerful. You would never be my second for long... if the academy even truly interested you.
Player: No, it never interested me. You were a fool... now you must die.
Yuthura Ban: I... I see. Then let us end this here.","ইউথুরা বান: তুমি অত্যন্ত শক্তিশালী। তুমি কখনোই দীর্ঘ সময়ের জন্য আমার দ্বিতীয় হবে না... যদি অ্যাকাডেমি তোমাকে সত্যি আগ্রহী করতো।
প্লেয়ার: না, এটা আমাকে কখনোই আগ্রহী করেনি। তুমি বোকা ছিলে... এখন তোমাকে মরতে হবে।
ইউথুরা বান: আমি... আমি দেখছি। তাহলে এখানেই এর শেষ হোক।
"
135,"Carth: Anyway... that's the story. For what it's worth.
Player: Thank you for telling me.
Carth: I've... never talked about it before. To anyone. I suppose it's time I finally did.","কার্থ: যাইহোক... এই হল গল্প। এর মূল্য যদি কিছু থাকে।
প্লেয়ার: আমাকে বলার জন্য ধন্যবাদ।
কার্থ: আমি... আগে কখনও এটা নিয়ে কথা বলিনি। কারও সাথে না। আমার মনে হয় এবার সময় এসেছে বলার।
"
136,"Decomissioned Droid: The droid is now active. It will attack any enemies that come in range.
Player: Program droid to ram storage room doors. (<CUSTOM45> repair part(s))
Decomissioned Droid: [Success] The droid moves off to carry out your instructions.","পরিত্যক্ত ডরয়েড: ডরয়েডটি এখন সক্রিয়। এটি তার সীমানার মধ্যে আসা যেকোনো শত্রুকে আক্রমণ করবে।
খেলোয়াড়: ডরয়েডকে গুদামঘরের দরজায় ধাক্কা মারার জন্য প্রোগ্রাম করুন। (<CUSTOM45> মেরামতের অংশ(গুলি))
পরিত্যক্ত ডরয়েড: [সাফল্য] ডরয়েডটি আপনার নির্দেশাবলী পালন করার জন্য এগিয়ে গেল।
"
137,"Player: What exactly is it about me that frustrates you?
Carth: Oh no, I'm not falling for that one. I wasn't born yesterday, you know.
Player: Really? It's hard to tell.","খেলোয়াড়: আমার মধ্যে ঠিক কী আছে যা তোমাকে হতাশ করে?
কার্থ: ওহ না, আমি সেই ফাঁদে পা দিচ্ছি না। আমি গতকাল জন্মাইনি, জানেন তো।
খেলোয়াড়: সত্যি? সেটা বলা কঠিন।
"
138,"Player: We have other priorities, Carth.
Carth: You think I don't know that? I just... if there's a chance we can try to find him... I don't want to wait to track him down, if possible.
Carth: All this time I've thought he was... he must be a man by now...","খেলোয়াড়: কার্থ, আমাদের অন্য কাজ আছে।
কার্থ: তুমি কি ভাবো আমি সেটা জানি না? আমি শুধু... যদি কোনো সুযোগ থাকে আমরা তাকে খুঁজে বের করার চেষ্টা করতে পারি... আমি তাকে খুঁজে বের করার জন্য অপেক্ষা করতে চাই না, যদি সম্ভব হয়।
কার্থ: এতদিন আমি ভেবেছি সে... এখন সে একজন মানুষ হয়ে গেছে...
"
139,"Player: [Persuade] I just want a quick look around. Will 20 credits calm you down?
Vulkar Lab Guard: [Persuade] You give money? That sound good to me!
VulkLabTec02: If you take that money I'll tell Brejik you let a Bek spy bribe you!","খেলোয়াড়: [প্ররোচনা] আমি শুধু একবার দ্রুত ঘুরে দেখতে চাই। ২০ ক্রেডিট কি তোমাকে শান্ত করবে?
ভুলকার ল্যাব গার্ড: [প্ররোচনা] তুমি টাকা দেবে? সেটা তো আমার কাছে ভালোই শোনাচ্ছে!
ভুলকল্যাবটেক০২: তুমি যদি ঐ টাকা নাও, তাহলে আমি ব্রেজিককে বলব তুমি বেক গুপ্তচরকে ঘুষ নিতে দিয়েছ!
"
140,"Player: Chuundar has given me permission to be here.
Commander Dern: He's got no authority with me. I'm with Czerka Corporation. He's just some pet we keep so the locals stay in line.
Commander Dern: As long as you don't get in my way, you can wander where you want. I've got a job to do.","খেলোয়াড়: চুন্ডার আমাকে এখানে থাকার অনুমতি দিয়েছে।
কমান্ডার ডের্ন: আমার কাছে তার কোনো কর্তৃত্ব নেই। আমি Czerka কর্পোরেশনের সাথে আছি। সে কেবল একটা পোষা প্রাণী, যাকে আমরা রেখেছি যাতে স্থানীয়রা লাইনে থাকে।
কমান্ডার ডের্ন: যতক্ষণ তুমি আমার পথে না আসো, তুমি যেখানে খুশি ঘুরে বেড়াতে পারো। আমার একটা কাজ আছে।
"
141,"Player: I can't pay that amount either.
Motta the Hutt: If you don't have the confidence to win back the money you give me, why should I care if you race or not!
Motta the Hutt: Bah! Pay it or leave, that's the deal.","খেলোয়াড়: এত টাকা দেওয়া আমার পক্ষেও সম্ভব নয়।
মোত্তা দ্য হাট: আমাকে দেওয়া টাকা ফেরত জেতার আত্মবিশ্বাস যদি তোমার না থাকে, তাহলে তুমি রেস করলে কি না করলে তাতে আমার কী আসে যায়!
মোত্তা দ্য হাট: বাহ! দাম মেটাও, নয়তো দূর হও, এটাই নিয়ম।
"
142,"Player: [Force Persuade] Give me the deck.
Suvam Tan: [Success] Damn, I don't really need the money anyway. Here, take it.
Suvam Tan: Now I'll show you how to play.","খেলোয়াড়: [ফোর্স পারসুয়েড] ডেকটা আমাকে দাও।
সুবাম তান: [সফল] ধ্যাৎ, আমার আসলে টাকার দরকার নেই। নাও, এটা ধরো।
সুবাম তান: এবার আমি তোমাকে দেখাবো কিভাবে খেলতে হয়।
"
143,"Player: It recorded a very suspicious incident.
Matton Dasol: I really want to see this thing. This sounds very odd.
Eli Gand: You get excited over hearsay. There is no droid, no proof of anything. Get back to work.","খেলোয়াড়: এটা একটা খুবই সন্দেহজনক ঘটনা রেকর্ড করেছে।
ম্যাটন ড্যাসোল: আমি সত্যিই এটা দেখতে চাই। এটা খুবই অদ্ভুত শোনাচ্ছে।
এলি গ্যান্ড: তুমি গুজবে উত্তেজিত হও। কোনো ড্রয়েড নেই, কোনো কিছুর প্রমাণ নেই। কাজে ফিরে যাও।
"
144,"Helena: You're back, I see. And Bastila isn't even with you.
Helena: I suppose she's too busy to even help her own mother, correct? Nothing more than I would expect from her after all this time.
Helena: Go on, leave me be. I will find the holocron myself, if I have to.","হেলেনা: দেখছি, ফিরে এসেছ। আর বাস্তিলা তোমার সাথে নেই পর্যন্ত।
হেলেনা: ধরে নিচ্ছি সে তার নিজের মা'কে সাহায্য করার জন্যেও খুব ব্যস্ত, তাই তো? এই দীর্ঘ সময় পর তার থেকে আমি আর কী-ই বা আশা করতে পারি।
হেলেনা: যাও, আমাকে একা থাকতে দাও। যদি লাগে, আমি নিজেই হলোক্রন খুঁজে নেব।
"
145,"Player: That's okay - I never felt anything for you anyway.
Conversation owner: Oh, I thought... No, this is good. I'm glad you told me. This makes everything much easier.
Conversation owner: Don't worry - I can put this behind me. Let's just continue on with what we must do. It is better this way.","খেলোয়াড়: ঠিক আছে - আমারও তোমার জন্য কখনও কিছু অনুভব হয়নি।
কথোপকথনের মালিক: ওহ, আমি ভেবেছিলাম... না, এটা ভালো। আমি খুশি যে তুমি আমাকে বলেছো। এটা সবকিছু অনেক সহজ করে দেয়।
কথোপকথনের মালিক: চিন্তা করো না - আমি এটা ভুলে যেতে পারবো। চলো আমরা যা করতে এসেছি, সেটা চালিয়ে যাই। এটাই ভালো।
"
146,"Matton Dasol: Here, take this. Thanks for reminding me about how he misused my trust. I'll make sure it never happens again. With anyone.
Juhani: You have taken a good and honest man and twisted him into a bitter, hateful creature. You must be so proud of yourself.
Bastila: Feeding this man's hatred is an act of malice and petty evil. The Council would not approve of your actions here, and neither do I.","ম্যাটন ড্যাসোল: এই নাও এটা। আমার বিশ্বাসকে সে কিভাবে অপব্যবহার করেছে তা মনে করিয়ে দেওয়ার জন্য ধন্যবাদ। আমি নিশ্চিত করব এমনটা আর কখনো না ঘটে। কারো সাথে না।

জুহানি: তুমি একজন ভালো এবং সৎ মানুষকে তিক্ত, ঘৃণ্য জীবে পরিণত করেছো। নিশ্চয়ই তুমি খুব গর্বিত!

বাস্টিলা: এই লোকটির ঘৃণা বাড়িয়ে দেওয়া একটি বিদ্বেষপূর্ণ এবং ক্ষুদ্র কাজ। কাউন্সিল এখানে তোমার কাজের অনুমোদন দেবে না, এবং আমিও না।
"
147,"Player: What does racing pay?
Nico Senvi: Motta has some basic incentives for good times, which you probably know, but this is just an amateur track.
Nico Senvi: The pro circuit is where the real credits are, but even that is hurting. I guess a lot of riders were on Taris.","খেলোয়াড়: রেসিং-এ কী payout পাওয়া যায়?
নিকো সেনভি: ভালো সময়ের জন্য মোট্টার কিছু প্রাথমিক প্রণোদনা আছে, যা সম্ভবত তুমি জানো, কিন্তু এটা শুধুমাত্র একটি অপেশাদার ট্র্যাক।
নিকো সেনভি: আসল ক্রেডিটগুলো প্রো সার্কিটে পাওয়া যায়, কিন্তু সেটাও এখন খারাপ অবস্থায় আছে। আমার ধারণা অনেক রাইডার টারিসে ছিল।
"
148,"Jolee: What was that? What's wrong? Did one of the Sith fighters hit us?
Carth: No, it's something else. We've flown into some kind of disruptor field. All my instruments are jammed... we've got massive overloads on all systems!
Carth: I'm picking up a single planet in this system. I'm gonna try and put us down there. Hold on - this might be a rough landing.","জোলী: ওটা কী ছিল? কী হয়েছে? কোনো সিথ ফাইটার কি আমাদের আঘাত করেছে?
কার্থ: না, এটা অন্য কিছু। আমরা কোনো ধরনের ডিসরাপ্টর ফিল্ডের মধ্যে উড়ে এসেছি। আমার সব যন্ত্র জ্যাম হয়ে গেছে... আমাদের সব সিস্টেমে ব্যাপক ওভারলোড হচ্ছে!
কার্থ: আমি এই সিস্টেমে একটি গ্রহ দেখতে পাচ্ছি। আমি সেখানে অবতরণ করার চেষ্টা করব। ধরে থাকুন - এটা একটা কঠিন অবতরণ হতে পারে।
"
149,"Hester: The mutants will kill him if you don't open the gate!
OutcastMan045: And if I open the gate they will kill us all!
Hester: No! You can't do this! It isn't fair!","হেস্টার: তুমি যদি গেট না খোলো, মিউট্যান্টরা তাকে মেরে ফেলবে!
বহিষ্কৃতপুরুষ০৪৫: আর আমি যদি গেট খুলি, তারা আমাদের সবাইকে মেরে ফেলবে!
হেস্টার: না! তুমি এটা করতে পারো না! এটা ঠিক না!
"
150,"Player: The kolto seems to have been contaminated.
Conversation owner: Contaminated? That's... That's much worse than I would ever have thought possible. It might have been better to lose the entire facility rather than damage the kolto supply.
Conversation owner: This must remain entirely secret. We cannot allow anyone to find out that we damaged the kolto production or we would be banned permanently from the planet.
Conversation owner: We can only hope that the damage that was caused will go away in time.","খেলোয়াড়: কোল্টো দূষিত হয়েছে বলে মনে হচ্ছে।
কথোপকথন মালিক: দূষিত? এটা... এটা আমি যা ভেবেছিলাম তার চেয়েও অনেক খারাপ। কোল্টোর সরবরাহ নষ্ট করার চেয়ে পুরো সুবিধাটি হারানো সম্ভবত ভাল ছিল।
কথোপকথন মালিক: এটা সম্পূর্ণ গোপন থাকতে হবে। আমরা কাউকে জানতে দিতে পারি না যে আমরা কোল্টো উৎপাদনে ক্ষতি করেছি, তা না হলে আমাদের গ্রহ থেকে স্থায়ীভাবে নিষিদ্ধ করা হবে।
কথোপকথন মালিক: আমরা কেবল আশা করতে পারি যে ক্ষতির পরিমাণ সময়ের সাথে সাথে সেরে যাবে।
"
151,"Player: What do you know about the Selkath?
Conversation owner: The Selkath are a species of secrets. They invite both the Sith and the Republic to their world, but welcome neither. They keep their true allegiance close to the vest.
Conversation owner: They hide their true numbers in great cities beneath the ocean that no off-worlder will ever see. They guard the secret of Kolto - where it is made, how it is made.
Conversation owner: The Selkath are a great mystery. To the Sith, to the Republic, to me... their secrets are what makes them strong. I would tell you more if I knew, but I do not.","খেলোয়াড়: সেলকাথ সম্পর্কে তুমি কী জানো?
কথোপকথন মালিক: সেলকাথ হলো রহস্যে ঘেরা এক প্রজাতি। তারা সিথ ও রিপাবলিক উভয়কেই তাদের গ্রহে আমন্ত্রণ জানায়, কিন্তু কাউকেই স্বাগত জানায় না। তারা তাদের আসল আনুগত্য গোপন রাখে।
কথোপকথন মালিক: তারা সমুদ্রের নিচে বিশাল সব শহরে তাদের আসল সংখ্যা লুকিয়ে রাখে, যা কোনো বহিরাগত কখনোই দেখবে না। তারা কোলটোর রহস্য রক্ষা করে - এটা কোথায় তৈরি হয়, কীভাবে তৈরি হয়।
কথোপকথন মালিক: সেলকাথ এক বিরাট রহস্য। সিথদের কাছে, রিপাবলিকের কাছে, আমার কাছেও... তাদের গোপন রহস্যই তাদের শক্তিশালী করে তুলেছে। যদি জানতাম, তবে আরও বলতাম, কিন্তু আমি জানি না।
"
152,"Mika Dorin: People are saying the Kolto supply on Manaan has been destroyed. Of course when I heard the news I immediately thought of you, <FullName>.
Player: Why did you think of me?
Mika Dorin: Who else could have caused such a catastrophic change? You are a force of destiny, <FullName>. The galaxy is changed forever by even your slightest of actions.
Mika Dorin: But such actions have consequences, including drawing the attention of old enemies. You should probably look at my stock, <FullName>. It might come in useful in the coming battles.","মিকা ডোরিন: লোকেরা বলছে মানানের কল্টো সরবরাহ ধ্বংস হয়ে গেছে। অবশ্যই যখন আমি খবরটি শুনলাম, সঙ্গে সঙ্গেই তোমার কথা মনে পড়েছিল, <FullName>।
প্লেয়ার: কেন আমার কথা মনে পড়েছিল?
মিকা ডোরিন: আর কে এমন বিপর্যয় ঘটাতে পারত? তুমি ভাগ্যের নিয়ন্তা, <FullName>। তোমার সামান্যতম কাজও গ্যালাক্সিকে চিরতরে পরিবর্তন করে দেয়।
মিকা ডোরিন: তবে এই ধরনের কাজের পরিণতি আছে, পুরোনো শত্রুদের দৃষ্টি আকর্ষণ করাও তার মধ্যে একটি। সম্ভবত আমার স্টকটা একবার দেখে নেওয়া উচিত, <FullName>। সামনের যুদ্ধগুলোতে কাজে লাগতে পারে।
"
153,"Furko Nellis: Would you like to have another round of Pazaak?
Furko Nellis: However, you'll understand if we don't have any wagers. I... respect your ability too much to insult you by betting on you losing.
Player: All right, let's have a game.
Furko Nellis: Very good. Just for the sport of it. That's all I can afford.","ফুরকো নেলিস: আপনি কি পাজাকের আরেকটি রাউন্ড খেলতে চান?
ফুরকো নেলিস: তবে, আপনি নিশ্চয়ই বুঝবেন যদি আমরা কোনো বাজি না ধরি। আমি... আপনার দক্ষতাকে এতটাই সম্মান করি যে আপনি হারবেন ধরে বাজি ধরে আপনাকে অপমান করতে চাই না।
খেলোয়াড়: ঠিক আছে, খেলা যাক।
ফুরকো নেলিস: খুবই ভালো। শুধুমাত্র খেলার জন্য। এটাই আমার সাধ্য।
"
