,original,gemini_translation
119,"Loremaster Gjarshi: The One's troops captured a few of their scouts, but we could learn nothing intelligible from them. Attacks against their compound were fruitless and reaped terrible casualties.
Loremaster Gjarshi: We came here with near a thousand warriors... and you can see now what we are reduced to...
Loremaster Gjarshi: This is why the One thinks we need your help once again. You were able to enter the Elders' compound once before... perhaps you can again.","Đại sư Gjarshi: Quân của Kẻ Duy Nhất đã bắt được vài trinh sát của chúng, nhưng chúng ta không thể moi được thông tin gì có nghĩa từ chúng. Các cuộc tấn công vào khu phức hợp của chúng đều vô ích và gây ra thương vong khủng khiếp.
Đại sư Gjarshi: Chúng ta đến đây với gần một ngàn chiến binh... và giờ ngươi có thể thấy chúng ta đã suy giảm đến mức nào...
Đại sư Gjarshi: Đây là lý do Kẻ Duy Nhất nghĩ rằng chúng ta cần sự giúp đỡ của ngươi một lần nữa. Ngươi đã có thể xâm nhập vào khu phức hợp của các Trưởng lão một lần trước đây... có lẽ ngươi có thể làm lại.
"
120,"Conversation owner: Greetings, master. Please select the destination you wish to travel to. My database contains coordinates for the following locations on Taris:
Player: Upper Taris Northeast
Conversation owner: I will take you there right away.","Chủ phương tiện: Kính chào chủ nhân. Xin hãy chọn điểm đến mà ngài muốn tới. Cơ sở dữ liệu của ta chứa tọa độ của những địa điểm sau trên Taris:
Người chơi: Khu vực Đông Bắc Thượng Taris.
Chủ phương tiện: Ta sẽ đưa ngài đến đó ngay lập tức.
"
121,"Player: I can't afford that much.
Jergan: Well, I would like to help you but I can't arrange the meeting for free. And I'm afraid your feminine charms would have little effect on the Rodian bodyguards backstage.
Jergan: If you manage to come up with the credits just come back and see me. I'll be more than happy to arrange for you to meet the band. Until then, please enjoy the music.","Người chơi: Tôi không trả nổi đâu.
Jergan: Chà, tôi cũng muốn giúp cô/cậu lắm, nhưng tôi không thể sắp xếp cuộc gặp miễn phí được. Và tôi e rằng vẻ quyến rũ của cô/cậu sẽ không có tác dụng gì với đám vệ sĩ Rodian ở hậu trường đâu.
Jergan: Nếu cô/cậu xoay sở đủ tiền thì cứ quay lại tìm tôi. Tôi rất sẵn lòng sắp xếp cho cô/cậu gặp ban nhạc. Trong lúc đó, xin mời thưởng thức âm nhạc.
"
122,"Conversation owner: Hitting the buttons over and over again will not speed up your attacks and will not help you in combat! Combat uses a real-time, turn based system.
Conversation owner: Each character can only perform one action in each 3 second round. When a new round begins the character will perform the last command you selected.
Player: RESUME COMBAT","Chủ cuộc trò chuyện: Việc liên tục ấn nút không làm tăng tốc độ tấn công của bạn và không giúp ích gì cho bạn trong chiến đấu! Chiến đấu sử dụng hệ thống theo lượt thời gian thực.
Chủ cuộc trò chuyện: Mỗi nhân vật chỉ có thể thực hiện một hành động trong mỗi hiệp 3 giây. Khi một hiệp mới bắt đầu, nhân vật sẽ thực hiện lệnh cuối cùng bạn đã chọn.
Người chơi: TIẾP TỤC CHIẾN ĐẤU
"
123,"Player: Heard any rumors from off-planet?
Kudos: Nothing since that unfortunate business on Taris. The Republic is reeling from that, as are we all. It is troubling.
Kudos: But you can't let that call a stop to your day. We've survived worse, and will again. It's just the way things are.","Người chơi: Nghe được tin đồn gì từ ngoài hành tinh không?
Kudos: Từ sau chuyện không may ở Taris thì không có gì cả. Nền Cộng hòa đang chao đảo vì chuyện đó, tất cả chúng ta cũng vậy. Thật đáng lo ngại.
Kudos: Nhưng không thể vì thế mà dừng mọi việc được. Chúng ta đã sống sót qua những chuyện tồi tệ hơn, và sẽ lại như vậy thôi. Cuộc sống là thế mà.
"
124,"Mechanic: What are you doing back here? You need to speak to the race announcer and get out on the track. The longer you wait the worse your nerves are going to get.
Player: Nerves? I'm not scared!
Mechanic: Good to hear. Go talk to the race announcer and he'll get you out on the track.","Thợ máy: Cậu làm gì ở đây vậy? Cậu cần nói chuyện với người thông báo cuộc đua và ra đường đua đi. Cậu càng chờ lâu thì càng căng thẳng đấy.
Người chơi: Căng thẳng á? Tôi có sợ gì đâu!
Thợ máy: Nghe tốt đấy. Đi nói chuyện với người thông báo cuộc đua đi, ông ta sẽ đưa cậu ra đường đua.
"
125,"Mechanic: I really thought that last race was going to be the one, but looks like you'll have to go out again. But you better get the job done soon... that accelerator isn't doing too well.
Mechanic: It's still running with full power, but it's running way too hot for my liking. I've tried to rig up a cooling system to hold it together for another run or two. Beyond that though...
Mechanic: I'm not trying to put any extra pressure on you, but my gang's got a lot riding on this race. So bear down, focus and go get that time we need!","Thợ máy: Tôi cứ tưởng vòng đua vừa rồi là xong xuôi rồi chứ, nhưng xem ra cậu vẫn phải ra sân nữa. Nhưng tốt hơn hết là cậu nên hoàn thành nhiệm vụ sớm đi... cái động cơ tăng tốc đó không ổn lắm đâu.

Thợ máy: Nó vẫn chạy hết công suất, nhưng nó nóng quá mức cho phép. Tôi đã cố gắng lắp một hệ thống làm mát để giữ nó hoạt động thêm một hai vòng nữa. Ngoài ra thì...

Thợ máy: Tôi không cố ý gây thêm áp lực cho cậu đâu, nhưng băng của tôi đang dồn rất nhiều vào cuộc đua này. Vậy nên hãy cố gắng, tập trung và giành lấy thời gian chúng ta cần!
"
126,"Vandar Tokare: Rahasia Sandral and Shen Matale have come here seeking shelter against their families. The Council has decided to give it to them.
Vandar Tokare: Their love for each other was being denied by overly possessive parents and we learned that it was only by your intervention that they managed to escape here.
Vandar Tokare: While it is regrettable that the fences between the families were not repaired, it is good that these two young lovers can live their lives free of oppression.","Vandar Tokare: Rahasia Sandral và Shen Matale đã đến đây tìm nơi trú ẩn khỏi gia đình họ. Hội đồng đã quyết định chấp nhận họ.
Vandar Tokare: Tình yêu của họ bị cha mẹ quá độc đoán ngăn cản và chúng ta biết được rằng chỉ nhờ sự can thiệp của con mà họ mới trốn thoát được đến đây.
Vandar Tokare: Dù đáng tiếc là mối bất hòa giữa các gia tộc không được hàn gắn, nhưng thật tốt khi hai người yêu nhau này có thể sống cuộc đời tự do, không bị áp bức.
"
127,"Player: You used me, Bastila! You're no better than the Sith!
Bastila: How can you say that? Malak nearly killed you, but the Jedi Council gave you another chance to live! They gave you a chance to redeem yourself by defeating the Sith!
Conversation owner: A rash and futile hope. The dark side is too strong, my power is too great! Even my old master is no longer a match for me!","Người chơi: Cô đã lợi dụng tôi, Bastila! Cô chẳng tốt đẹp gì hơn lũ Sith!
Bastila: Sao anh có thể nói vậy? Malak suýt giết anh, nhưng Hội đồng Jedi đã cho anh một cơ hội khác để sống! Họ cho anh cơ hội để chuộc lỗi bằng cách đánh bại Sith!
Chủ cuộc hội thoại: Một hy vọng liều lĩnh và vô ích. Mặt tối quá mạnh mẽ, sức mạnh của ta quá lớn! Ngay cả sư phụ cũ của ta cũng không còn là đối thủ của ta nữa!
"
128,"Player: The other hunters say you shouldn't be trusted.
Gurke: What they say about us? Huh? Liars, every one of them.
Narkal: Yeah, they is just jealous of us and stuff. It's not our fault some of them die out in the dunes.","Người chơi: Mấy tay thợ săn khác bảo không nên tin các ngươi.
Gurke: Bọn chúng nói gì về bọn ta hả? Hả? Toàn lũ dối trá.
Narkal: Ừ, bọn nó ghen tị với bọn ta thôi. Đâu phải lỗi của bọn ta khi vài đứa bỏ mạng ngoài đụn cát.
"
129,"Player: Do you know anything about the young Selkath who have gone missing?
Mandalorian Mercenary: Not really. I have no interest in the Selkath other than the fact that they are charging me an exorbitant amount to stay on this world.
Mandalorian Mercenary: The Iridorian over there, however... He, I believe, may know more. He has been seen with several of them before.","Người chơi: Ngươi có biết gì về những người Selkath trẻ tuổi bị mất tích không?
Lính đánh thuê Mandalorian: Không hẳn. Ta chẳng quan tâm đến đám Selkath đó, ngoài việc chúng đang tính phí cắt cổ cho ta để ở lại cái hành tinh này.
Lính đánh thuê Mandalorian: Tuy nhiên, gã Iridorian ở đằng kia... Ta tin là hắn có thể biết nhiều hơn. Hắn đã từng bị thấy đi cùng vài người trong số chúng trước đây.
"
130,"Komad Fortuna: [Failure] Perhaps you are unfamiliar with how things work around here. The guards are always quick to act.
Player: Pay me or end up dead. It's that simple.
Komad Fortuna: No, things are never quite so black and white. I am protected here, as are you. Nothing will come of this.","Komad Fortuna: [Thất bại] Có lẽ ngươi không quen với cách mọi thứ vận hành ở đây. Bọn lính gác luôn hành động rất nhanh đấy.
Người chơi: Trả tiền cho ta hoặc chết. Đơn giản vậy thôi.
Komad Fortuna: Không, mọi chuyện không bao giờ đơn giản như trắng và đen cả. Ta được bảo vệ ở đây, ngươi cũng vậy. Sẽ không có chuyện gì xảy ra đâu.
"
131,"Bastila: We got what we came for. There is no need to indulge your appetite for violence.
Player: I'll do what I want. Don't interfere.
Hudrow081: You core-slime! I didn't survive through all that torture just to let you kill me!","Bastila: Chúng ta đã có thứ cần rồi. Không cần thiết phải thỏa mãn cơn khát máu của ngươi.
Player: Ta muốn làm gì thì làm. Đừng có xen vào.
Hudrow081: Đồ cặn bã! Ta không sống sót qua bao nhiêu cực hình để rồi bị ngươi giết đâu!
"
132,"Player: 2500 credits then. I'll pay it.
Yuka Laka: Of course you will. It's practically robbery, since you threatened me to get the deal. I'll let this pass just so you leave.
Yuka Laka: I'll deactivate the restraining bolt on the droid when you tell it he's sold. After that, get out. Even if it lied about speaking a Sand People dialect, I'm still getting a horrible deal.","Người chơi: Vậy 2500 tín dụng. Tôi trả.
Yuka Laka: Dĩ nhiên là ngươi sẽ trả. Chẳng khác gì ăn cướp cả, vì ngươi đã đe dọa ta để có được món hời này. Ta cho qua chuyện này chỉ để ngươi biến khỏi đây.
Yuka Laka: Ta sẽ hủy kích hoạt chốt kiềm chế trên người con droid khi ngươi bảo nó rằng nó đã bị bán. Sau đó thì biến đi. Ngay cả khi nó nói dối về việc biết một thổ ngữ của tộc Sand People, ta vẫn bị hớ nặng.
"
133,"Sith Thug: [Failure] I hate whining! Let's shut them up!
Sith Thug Leader: I'm all for that! Come on!
Cand: Bring it on!","**Du côn Sith:** [Thất bại] Ghét nhất nghe lũ này rên rỉ! Câm mồm hết cho tao!
**Đầu lĩnh Du côn Sith:** Tao ủng hộ! Lên nào!
**Cand:** Nhào vô!
"
134,"Yuthura Ban: You are too powerful. You would never be my second for long... if the academy even truly interested you.
Player: No, it never interested me. You were a fool... now you must die.
Yuthura Ban: I... I see. Then let us end this here.","Yuthura Ban: Ngươi quá mạnh. Ngươi sẽ không bao giờ chịu làm kẻ dưới trướng ta lâu dài... nếu học viện này thực sự khiến ngươi hứng thú.

Player: Không, ta chưa bao giờ hứng thú. Ngươi thật ngu ngốc... giờ thì ngươi phải chết.

Yuthura Ban: Ta... ta hiểu rồi. Vậy thì hãy kết thúc ở đây.
"
135,"Carth: Anyway... that's the story. For what it's worth.
Player: Thank you for telling me.
Carth: I've... never talked about it before. To anyone. I suppose it's time I finally did.","Carth: Chuyện là... thế đấy. Nghe sao thì tùy cậu.
Người chơi: Cảm ơn vì đã kể cho tôi nghe.
Carth: Tôi... chưa từng kể chuyện này với ai cả. Có lẽ cuối cùng cũng đến lúc tôi nên làm vậy.
"
136,"Decomissioned Droid: The droid is now active. It will attack any enemies that come in range.
Player: Program droid to ram storage room doors. (<CUSTOM45> repair part(s))
Decomissioned Droid: [Success] The droid moves off to carry out your instructions.","Droid Hỏng: Droid đã kích hoạt. Nó sẽ tấn công bất kỳ kẻ địch nào trong tầm hoạt động.
Người chơi: Lập trình droid phá cửa phòng chứa đồ. (<CUSTOM45> phụ tùng sửa chữa)
Droid Hỏng: [Thành công] Droid di chuyển đi thực hiện mệnh lệnh của bạn.
"
137,"Player: What exactly is it about me that frustrates you?
Carth: Oh no, I'm not falling for that one. I wasn't born yesterday, you know.
Player: Really? It's hard to tell.","Người chơi: Chính xác thì điều gì ở tôi khiến anh khó chịu vậy?
Carth: Ồ không, tôi không mắc bẫy đâu. Tôi không phải mới sinh ra ngày hôm qua, biết không.
Người chơi: Thật á? Khó mà nhận ra đấy.
"
138,"Player: We have other priorities, Carth.
Carth: You think I don't know that? I just... if there's a chance we can try to find him... I don't want to wait to track him down, if possible.
Carth: All this time I've thought he was... he must be a man by now...","Người chơi: Chúng ta còn những việc quan trọng hơn, Carth.

Carth: Cậu tưởng tôi không biết à? Chỉ là... nếu có cơ hội tìm thấy anh ấy... tôi không muốn phải chờ đợi để lần theo dấu vết anh ấy, nếu có thể.

Carth: Suốt thời gian qua tôi cứ nghĩ anh ấy... giờ chắc anh ấy đã là một người đàn ông rồi...
"
139,"Player: [Persuade] I just want a quick look around. Will 20 credits calm you down?
Vulkar Lab Guard: [Persuade] You give money? That sound good to me!
VulkLabTec02: If you take that money I'll tell Brejik you let a Bek spy bribe you!","Người chơi: [Thuyết phục] Tôi chỉ muốn nhìn nhanh thôi. 20 tín dụng có làm anh nguôi giận không?
Lính canh phòng thí nghiệm Vulkar: [Thuyết phục] Ngươi cho tiền à? Nghe hay đấy!
VulkLabTec02: Nếu anh nhận tiền đó, tôi sẽ mách Brejik là anh để một tên gián điệp Bek hối lộ!
"
140,"Player: Chuundar has given me permission to be here.
Commander Dern: He's got no authority with me. I'm with Czerka Corporation. He's just some pet we keep so the locals stay in line.
Commander Dern: As long as you don't get in my way, you can wander where you want. I've got a job to do.","Người chơi: Chuundar đã cho phép tôi ở đây.
Chỉ huy Dern: Hắn không có quyền gì với tôi cả. Tôi là người của Tập đoàn Czerka. Hắn chỉ là con rối để giữ bọn bản địa vào khuôn khổ thôi.
Chỉ huy Dern: Miễn là ngươi không ngáng đường ta, ngươi muốn đi đâu thì đi. Ta có việc phải làm.
"
141,"Player: I can't pay that amount either.
Motta the Hutt: If you don't have the confidence to win back the money you give me, why should I care if you race or not!
Motta the Hutt: Bah! Pay it or leave, that's the deal.","Người chơi: Ta cũng không thể trả nổi số tiền đó.
Motta the Hutt: Nếu ngươi không có tự tin thắng lại số tiền đã đưa cho ta, ta quan tâm làm gì chuyện ngươi có đua hay không!
Motta the Hutt: Phì! Trả tiền hoặc cút, thế thôi.
"
142,"Player: [Force Persuade] Give me the deck.
Suvam Tan: [Success] Damn, I don't really need the money anyway. Here, take it.
Suvam Tan: Now I'll show you how to play.","Người chơi: [Thuyết phục bằng Thần Lực] Đưa bộ bài cho ta.
Suvam Tan: [Thành công] Chết tiệt, dù sao thì ta cũng không thực sự cần tiền. Cầm lấy này.
Suvam Tan: Giờ ta sẽ chỉ cho ngươi cách chơi.
"
143,"Player: It recorded a very suspicious incident.
Matton Dasol: I really want to see this thing. This sounds very odd.
Eli Gand: You get excited over hearsay. There is no droid, no proof of anything. Get back to work.","Người chơi: Nó đã ghi lại một sự kiện rất đáng ngờ.
Matton Dasol: Tôi thật sự muốn xem cái này. Nghe có vẻ rất lạ.
Eli Gand: Anh lúc nào cũng phấn khích vì mấy chuyện tầm phào. Không có droid nào cả, không có bằng chứng gì hết. Quay lại làm việc đi.
"
144,"Helena: You're back, I see. And Bastila isn't even with you.
Helena: I suppose she's too busy to even help her own mother, correct? Nothing more than I would expect from her after all this time.
Helena: Go on, leave me be. I will find the holocron myself, if I have to.","Helena: Ngươi trở lại rồi, ta thấy. Và Bastila thậm chí còn không đi cùng ngươi.
Helena: Ta đoán con bé quá bận rộn để giúp đỡ chính mẹ ruột của mình, phải không? Cũng chẳng hơn gì so với những gì ta mong đợi sau ngần ấy thời gian.
Helena: Thôi đi đi, để ta yên. Ta sẽ tự mình tìm holocron, nếu cần thiết.
"
145,"Player: That's okay - I never felt anything for you anyway.
Conversation owner: Oh, I thought... No, this is good. I'm glad you told me. This makes everything much easier.
Conversation owner: Don't worry - I can put this behind me. Let's just continue on with what we must do. It is better this way.","**Người chơi:** Không sao đâu - dù gì ta cũng chẳng có cảm xúc gì với ngươi cả.

**Người đối thoại:** Ồ, ta cứ tưởng... Không, vậy tốt. Ta mừng vì ngươi đã nói ra. Như vậy mọi chuyện dễ dàng hơn nhiều.

**Người đối thoại:** Đừng lo - ta sẽ vượt qua chuyện này. Chúng ta cứ tiếp tục làm việc cần làm thôi. Như vậy tốt hơn.
"
146,"Matton Dasol: Here, take this. Thanks for reminding me about how he misused my trust. I'll make sure it never happens again. With anyone.
Juhani: You have taken a good and honest man and twisted him into a bitter, hateful creature. You must be so proud of yourself.
Bastila: Feeding this man's hatred is an act of malice and petty evil. The Council would not approve of your actions here, and neither do I.","Matton Dasol: Cầm lấy này. Cảm ơn vì đã nhắc ta nhớ hắn đã lạm dụng lòng tin của ta như thế nào. Ta sẽ đảm bảo chuyện đó không bao giờ xảy ra nữa. Với bất kỳ ai.

Juhani: Ngươi đã biến một người tốt và lương thiện thành một sinh vật cay đắng, đầy hận thù. Ngươi chắc hẳn rất tự hào về bản thân mình.

Bastila: Việc nuôi dưỡng lòng hận thù của người này là một hành động độc ác và nhỏ nhen. Hội đồng Jedi sẽ không tán thành những hành động của ngươi ở đây, và ta cũng vậy.
"
147,"Player: What does racing pay?
Nico Senvi: Motta has some basic incentives for good times, which you probably know, but this is just an amateur track.
Nico Senvi: The pro circuit is where the real credits are, but even that is hurting. I guess a lot of riders were on Taris.","Người chơi: Đua xe trả công thế nào?
Nico Senvi: Motta có một vài ưu đãi cơ bản cho những người có thành tích tốt, chắc cậu cũng biết, nhưng đây chỉ là đường đua nghiệp dư thôi.
Nico Senvi: Giải chuyên nghiệp mới là nơi kiếm được nhiều tiền, nhưng ngay cả giải đó cũng đang gặp khó khăn. Chắc nhiều tay đua đã ở Taris rồi.
"
148,"Jolee: What was that? What's wrong? Did one of the Sith fighters hit us?
Carth: No, it's something else. We've flown into some kind of disruptor field. All my instruments are jammed... we've got massive overloads on all systems!
Carth: I'm picking up a single planet in this system. I'm gonna try and put us down there. Hold on - this might be a rough landing.","Jolee: Cái gì vậy? Chuyện gì xảy ra thế? Có phải chiến đấu cơ Sith nào bắn trúng chúng ta không?
Carth: Không, là cái khác. Chúng ta bay vào một loại trường nhiễu loạn rồi. Tất cả thiết bị của tôi đều bị kẹt... hệ thống quá tải trên diện rộng!
Carth: Tôi dò được một hành tinh duy nhất trong hệ thống này. Tôi sẽ cố gắng hạ cánh xuống đó. Giữ chặt nhé - cú hạ cánh có thể hơi thô bạo đấy.
"
149,"Hester: The mutants will kill him if you don't open the gate!
OutcastMan045: And if I open the gate they will kill us all!
Hester: No! You can't do this! It isn't fair!","Hester: Bọn đột biến sẽ giết hắn nếu ông không mở cổng!
OutcastMan045: Còn nếu tôi mở cổng, chúng sẽ giết tất cả chúng ta!
Hester: Không! Ông không thể làm thế! Thật bất công!
"
150,"Player: The kolto seems to have been contaminated.
Conversation owner: Contaminated? That's... That's much worse than I would ever have thought possible. It might have been better to lose the entire facility rather than damage the kolto supply.
Conversation owner: This must remain entirely secret. We cannot allow anyone to find out that we damaged the kolto production or we would be banned permanently from the planet.
Conversation owner: We can only hope that the damage that was caused will go away in time.","Người chơi: Kolto dường như đã bị nhiễm bẩn.
Người đối thoại: Nhiễm bẩn? Điều đó... Điều đó còn tệ hơn nhiều so với tôi từng nghĩ. Thà mất toàn bộ cơ sở còn hơn là làm hỏng nguồn cung kolto.
Người đối thoại: Chuyện này phải tuyệt đối giữ bí mật. Chúng ta không thể để bất kỳ ai phát hiện ra việc chúng ta đã làm hỏng việc sản xuất kolto, nếu không chúng ta sẽ bị cấm vĩnh viễn khỏi hành tinh này.
Người đối thoại: Chúng ta chỉ có thể hy vọng rằng thiệt hại gây ra sẽ biến mất theo thời gian.
"
151,"Player: What do you know about the Selkath?
Conversation owner: The Selkath are a species of secrets. They invite both the Sith and the Republic to their world, but welcome neither. They keep their true allegiance close to the vest.
Conversation owner: They hide their true numbers in great cities beneath the ocean that no off-worlder will ever see. They guard the secret of Kolto - where it is made, how it is made.
Conversation owner: The Selkath are a great mystery. To the Sith, to the Republic, to me... their secrets are what makes them strong. I would tell you more if I knew, but I do not.","Người chơi: Ngươi biết gì về người Selkath?

Người đối thoại: Selkath là một chủng tộc của những bí mật. Họ mời cả Sith lẫn Cộng hòa đến thế giới của họ, nhưng không chào đón ai cả. Họ giữ kín lòng trung thành thực sự của mình.

Người đối thoại: Họ giấu số lượng thực sự của mình trong những thành phố vĩ đại dưới đáy đại dương mà không một người ngoài hành tinh nào có thể nhìn thấy. Họ canh giữ bí mật về Kolto - nơi nó được tạo ra, cách nó được tạo ra.

Người đối thoại: Selkath là một bí ẩn lớn. Đối với Sith, đối với Cộng hòa, đối với ta... những bí mật của họ là thứ khiến họ mạnh mẽ. Ta sẽ kể cho ngươi nhiều hơn nếu ta biết, nhưng ta không biết.
"
152,"Mika Dorin: People are saying the Kolto supply on Manaan has been destroyed. Of course when I heard the news I immediately thought of you, <FullName>.
Player: Why did you think of me?
Mika Dorin: Who else could have caused such a catastrophic change? You are a force of destiny, <FullName>. The galaxy is changed forever by even your slightest of actions.
Mika Dorin: But such actions have consequences, including drawing the attention of old enemies. You should probably look at my stock, <FullName>. It might come in useful in the coming battles.","Mika Dorin: Người ta đồn rằng nguồn Kolto trên Manaan đã bị phá hủy. Dĩ nhiên, khi nghe tin này, tôi nghĩ ngay đến cậu, <FullName>.

Người chơi: Sao ông lại nghĩ đến tôi?

Mika Dorin: Còn ai có thể gây ra sự thay đổi thảm khốc đến vậy chứ? Cậu là một thế lực của định mệnh, <FullName>. Ngay cả hành động nhỏ nhất của cậu cũng thay đổi thiên hà mãi mãi.

Mika Dorin: Nhưng những hành động như vậy đều có hậu quả, bao gồm việc thu hút sự chú ý của những kẻ thù cũ. Cậu nên xem qua hàng hóa của tôi đi, <FullName>. Nó có thể пригодиться trong những trận chiến sắp tới đấy.
"
153,"Furko Nellis: Would you like to have another round of Pazaak?
Furko Nellis: However, you'll understand if we don't have any wagers. I... respect your ability too much to insult you by betting on you losing.
Player: All right, let's have a game.
Furko Nellis: Very good. Just for the sport of it. That's all I can afford.","Furko Nellis: Ngươi có muốn chơi thêm một ván Pazaak nữa không?
Furko Nellis: Dù sao thì, ngươi cũng hiểu là ta sẽ không cá cược gì đâu. Ta... quá kính trọng khả năng của ngươi, không muốn xúc phạm ngươi bằng cách cược ngươi thua.
Người chơi: Được thôi, chơi một ván.
Furko Nellis: Rất tốt. Chỉ là cho vui thôi. Đó là tất cả những gì ta có thể ""chi trả"".
"
154,"Player: But... power without consideration of morality is a weakness.
Uthar Wynn: Ha ha ha! You are brave to argue, young one. I have met few students who would speak so openly to me.
Uthar Wynn: Ask yourself first what this 'morality' is? How is it created? Who does it benefit? Where do your notions of 'good' and 'evil' come from?
Uthar Wynn: You may come to the realization that morality is but an obstacle to overcome... or not. The discovery is yours to make, should you be ready.","Người chơi: Nhưng... sức mạnh mà không màng đến đạo đức là một sự yếu đuối.
Uthar Wynn: Ha ha ha! Ngươi thật gan dạ khi dám tranh luận, kẻ trẻ tuổi. Ta đã gặp rất ít học viên dám nói chuyện thẳng thắn với ta như vậy.
Uthar Wynn: Hãy tự hỏi bản thân trước tiên, 'đạo đức' là gì? Nó được tạo ra như thế nào? Nó mang lại lợi ích cho ai? Những khái niệm về 'thiện' và 'ác' của ngươi đến từ đâu?
Uthar Wynn: Ngươi có thể nhận ra rằng đạo đức chỉ là một chướng ngại cần phải vượt qua... hoặc không. Khám phá là của ngươi, nếu ngươi đã sẵn sàng.
"
155,"Suvam Tan: Yeah, I have a few things kicking around the place. Stuff the Trandoshans and smugglers have brought for me to look at, and a few things I've been making from parts.
Suvam Tan: They aren't cheap, though. They pay a lot for what I can make, and anything I sell to you I can't exactly sell to them, now can I?
Suvam Tan: But if you're willing to pay, I've got a few of my more advanced things you can look at. I'm always working on more, so you can check back some other time if I don't have what you want right now.
Suvam Tan: Here, have a look.","Suvam Tan: Ừ, ta có vài món lỉnh kỉnh ở đây. Mấy thứ bọn Trandoshan và dân buôn lậu mang đến cho ta xem, với cả mấy món ta tự chế từ phụ tùng nữa.
Suvam Tan: Nhưng mà không rẻ đâu đấy. Bọn họ trả giá cao cho những thứ ta làm ra, mà cái gì ta bán cho ngươi thì ta đâu thể bán lại cho bọn họ được, đúng không?
Suvam Tan: Nhưng nếu ngươi chịu chi, ta có vài món tân tiến hơn cho ngươi xem qua. Ta luôn mày mò thêm, nên nếu giờ không có món ngươi cần thì cứ quay lại sau vậy.
Suvam Tan: Đây, cứ xem đi.
"
156,"Player: I'd like to ask about the Czerka Corporation.
Janos Wertka: Czerka Corporation has branches in many systems, mostly concerned with weapon production for personal and ship-mounted use.
Janos Wertka: Of course, the many outposts on this world are only concerned with bio-aquisitions.
Player: Bio-acquisitions? What do you mean?","Người chơi: Tôi muốn hỏi về Tập đoàn Czerka.
Janos Wertka: Tập đoàn Czerka có chi nhánh ở nhiều hệ thống, chủ yếu liên quan đến sản xuất vũ khí cá nhân và vũ khí gắn trên tàu.
Janos Wertka: Dĩ nhiên, nhiều tiền đồn trên hành tinh này chỉ liên quan đến việc thu thập sinh vật sống.
Người chơi: Thu thập sinh vật sống? Ý ông là sao?
"
157,"Player: I've got more important things to worry about than remembering some janitor!
Janitor: Hmph! You'll change your tune the first time your plumbing breaks down and raw sewage floods your apartment. Then you'll be beggin' for Kadir to come help you out!
Carth: There's no need to antagonize the man. Besides... do you want to live in filth? I sure don't.
Janitor: We'll see who has the last laugh then! Now if you ain't going to be civil then I got work to do. This place doesn't clean itself, you know!","**Người chơi:** Ta còn nhiều việc quan trọng hơn phải lo, hơi đâu mà nhớ mặt một thằng lao công nào đó!

**Lao công:** Hừ! Rồi ngươi sẽ đổi giọng ngay khi đường ống nhà ngươi bị tắc nghẽn, nước thải thối ho hoắm tràn lênh láng cho mà xem. Lúc đó thì lại van xin Kadir đến giúp cho ấy chứ!

**Carth:** Không cần phải gây sự với người ta vậy. Với lại… ngươi muốn sống trong dơ bẩn à? Ta thì không đời nào.

**Lao công:** Rồi chúng ta sẽ thấy ai cười sau cùng! Giờ nếu ngươi không biết cư xử thì ta còn việc phải làm. Chỗ này có tự sạch được đâu, biết chưa!
"
158,"Player: Why do you need me for this?
Nilko Bwaas: I cannot trust anyone else. The Republic obviously wants to keep their secret - I have inquired often as to their purpose and been rebuffed.
Nilko Bwaas: The Sith cannot be trusted to give me an accurate report of events - they will twist the truth so that it furthers their own goals.
Nilko Bwaas: And the mercenaries are well aware of the high wages the Republic is paying - they would not report anything that might slow the flow of credits into their accounts.","Người chơi: Tại sao ông lại cần tôi cho việc này?

Nilko Bwaas: Ta không thể tin bất cứ ai khác. Nền Cộng Hòa rõ ràng muốn giữ bí mật của chúng - ta đã hỏi han nhiều lần về mục đích của chúng nhưng đều bị từ chối.

Nilko Bwaas: Không thể tin Sith sẽ cho ta một báo cáo chính xác về các sự kiện - chúng sẽ bóp méo sự thật để phục vụ cho mục tiêu riêng của chúng.

Nilko Bwaas: Và bọn lính đánh thuê thì biết rõ Cộng Hòa đang trả lương rất cao - chúng sẽ không báo cáo bất cứ điều gì có thể làm chậm dòng tiền chảy vào tài khoản của chúng đâu.
"
159,"Player: If you want my help you better make it worth my while.
Conversation owner: Oh, I get it. Never mind that the Sith will destroy the Republic and ravage the galaxy. You're only in this for the credits.
Conversation owner: Don't worry. The Republic pays its mercenaries well. You help me find Bastila and they'll make it more than worth your while, I'm sure. Plus, it might be your only chance to get off Taris.
Player: If it means getting off this planet, I guess I can help you find Bastila.","Người chơi: Nếu ngươi muốn ta giúp, tốt hơn hết là làm cho đáng giá đi.
Người đối thoại: Ồ, ta hiểu rồi. Không cần biết Sith sẽ hủy diệt Cộng hòa và tàn phá thiên hà. Ngươi chỉ vì tiền thôi.
Người đối thoại: Đừng lo. Cộng hòa trả công cho lính đánh thuê rất hậu hĩnh. Ngươi giúp ta tìm Bastila, họ sẽ trả cho ngươi còn hơn thế nữa, ta chắc chắn. Thêm nữa, đây có thể là cơ hội duy nhất để ngươi rời khỏi Taris.
Người chơi: Nếu việc đó có nghĩa là rời khỏi hành tinh này, ta đoán ta có thể giúp ngươi tìm Bastila.
"
